经度        纬度         深度       速度
  113.800   40.170    0.800    1.571
  113.800   40.160    0.800    1.569
  113.800   40.150    0.800    1.567
  113.800   40.140    0.800    1.566
  113.800   40.130    0.800    1.573
  113.800   40.120    0.800    1.592
  113.800   40.110    0.800    1.627
  113.800   40.100    0.800    1.674
  113.800   40.090    0.800    1.722
  113.800   40.080    0.800    1.751
  113.800   40.070    0.800    1.732
  113.800   40.060    0.800    1.647
  113.800   40.050    0.800    1.537
  113.800   40.040    0.800    1.559
  113.800   40.030    0.800    1.756
  113.800   40.020    0.800    1.883
  113.800   40.010    0.800    1.863
  113.800   40.000    0.800    1.834
  113.800   39.990    0.800    1.839
  113.800   39.980    0.800    1.861
  113.800   39.970    0.800    1.948
  113.800   39.960    0.800    2.063
  113.800   39.950    0.800    2.122
  113.800   39.940    0.800    2.050
  113.800   39.930    0.800    1.903
  113.800   39.920    0.800    1.759
  113.800   39.910    0.800    1.649
  113.800   39.900    0.800    1.583
  113.800   39.890    0.800    1.555
  113.800   39.880    0.800    1.555
  113.800   39.870    0.800    1.567
  113.820   40.200    0.800    1.572
  113.820   40.190    0.800    1.573
  113.820   40.180    0.800    1.573
  113.820   40.170    0.800    1.572
  113.820   40.160    0.800    1.570
  113.820   40.150    0.800    1.568
  113.820   40.140    0.800    1.568
  113.820   40.130    0.800    1.573
  113.820   40.120    0.800    1.586
  113.820   40.110    0.800    1.605
  113.820   40.100    0.800    1.626
  113.820   40.090    0.800    1.634
  113.820   40.080    0.800    1.610
  113.820   40.070    0.800    1.537
  113.820   40.060    0.800    1.420
  113.820   40.050    0.800    1.329
  113.820   40.040    0.800    1.444
  113.820   40.030    0.800    1.756
  113.820   40.020    0.800    1.985
  113.820   40.010    0.800    2.016
  113.820   40.000    0.800    1.998
  113.820   39.990    0.800    2.022
  113.820   39.980    0.800    2.002
  113.820   39.970    0.800    2.025
  113.820   39.960    0.800    2.108
  113.820   39.950    0.800    2.152
  113.820   39.940    0.800    2.079
  113.820   39.930    0.800    1.926
  113.820   39.920    0.800    1.778
  113.820   39.910    0.800    1.665
  113.820   39.900    0.800    1.594
  113.820   39.890    0.800    1.561
  113.820   39.880    0.800    1.557
  113.820   39.870    0.800    1.567
  113.840   40.200    0.800    1.572
  113.840   40.190    0.800    1.573
  113.840   40.180    0.800    1.573
  113.840   40.170    0.800    1.573
  113.840   40.160    0.800    1.571
  113.840   40.150    0.800    1.568
  113.840   40.140    0.800    1.567
  113.840   40.130    0.800    1.570
  113.840   40.120    0.800    1.577
  113.840   40.110    0.800    1.585
  113.840   40.100    0.800    1.588
  113.840   40.090    0.800    1.571
  113.840   40.080    0.800    1.524
  113.840   40.070    0.800    1.437
  113.840   40.060    0.800    1.332
  113.840   40.050    0.800    1.286
  113.840   40.040    0.800    1.433
  113.840   40.030    0.800    1.749
  113.840   40.020    0.800    2.017
  113.840   40.010    0.800    2.116
  113.840   40.000    0.800    2.105
  113.840   39.990    0.800    2.120
  113.840   39.980    0.800    2.113
  113.840   39.970    0.800    2.125
  113.840   39.960    0.800    2.174
  113.840   39.950    0.800    2.161
  113.840   39.940    0.800    2.055
  113.840   39.930    0.800    1.912
  113.840   39.920    0.800    1.775
  113.840   39.910    0.800    1.668
  113.840   39.900    0.800    1.600
  113.840   39.890    0.800    1.568
  113.840   39.880    0.800    1.561
  113.840   39.870    0.800    1.568
  113.860   40.200    0.800    1.572
  113.860   40.190    0.800    1.573
  113.860   40.180    0.800    1.573
  113.860   40.170    0.800    1.573
  113.860   40.160    0.800    1.571
  113.860   40.150    0.800    1.569
  113.860   40.140    0.800    1.567
  113.860   40.130    0.800    1.568
  113.860   40.120    0.800    1.572
  113.860   40.110    0.800    1.574
  113.860   40.100    0.800    1.568
  113.860   40.090    0.800    1.545
  113.860   40.080    0.800    1.496
  113.860   40.070    0.800    1.424
  113.860   40.060    0.800    1.354
  113.860   40.050    0.800    1.347
  113.860   40.040    0.800    1.475
  113.860   40.030    0.800    1.719
  113.860   40.020    0.800    1.957
  113.860   40.010    0.800    2.075
  113.860   40.000    0.800    2.050
  113.860   39.990    0.800    2.013
  113.860   39.980    0.800    2.017
  113.860   39.970    0.800    2.090
  113.860   39.960    0.800    2.153
  113.860   39.950    0.800    2.120
  113.860   39.940    0.800    2.003
  113.860   39.930    0.800    1.869
  113.860   39.920    0.800    1.750
  113.860   39.910    0.800    1.660
  113.860   39.900    0.800    1.602
  113.860   39.890    0.800    1.573
  113.860   39.880    0.800    1.565
  113.860   39.870    0.800    1.569
  113.880   40.200    0.800    1.572
  113.880   40.190    0.800    1.572
  113.880   40.180    0.800    1.573
  113.880   40.170    0.800    1.572
  113.880   40.160    0.800    1.571
  113.880   40.150    0.800    1.569
  113.880   40.140    0.800    1.568
  113.880   40.130    0.800    1.569
  113.880   40.120    0.800    1.571
  113.880   40.110    0.800    1.572
  113.880   40.100    0.800    1.565
  113.880   40.090    0.800    1.544
  113.880   40.080    0.800    1.505
  113.880   40.070    0.800    1.454
  113.880   40.060    0.800    1.413
  113.880   40.050    0.800    1.421
  113.880   40.040    0.800    1.514
  113.880   40.030    0.800    1.681
  113.880   40.020    0.800    1.867
  113.880   40.010    0.800    1.975
  113.880   40.000    0.800    1.904
  113.880   39.990    0.800    1.781
  113.880   39.980    0.800    1.738
  113.880   39.970    0.800    1.855
  113.880   39.960    0.800    2.000
  113.880   39.950    0.800    1.982
  113.880   39.940    0.800    1.883
  113.880   39.930    0.800    1.782
  113.880   39.920    0.800    1.699
  113.880   39.910    0.800    1.638
  113.880   39.900    0.800    1.598
  113.880   39.890    0.800    1.576
  113.880   39.880    0.800    1.569
  113.880   39.870    0.800    1.570
  113.900   40.200    0.800    1.572
  113.900   40.190    0.800    1.572
  113.900   40.180    0.800    1.573
  113.900   40.170    0.800    1.573
  113.900   40.160    0.800    1.572
  113.900   40.150    0.800    1.571
  113.900   40.140    0.800    1.570
  113.900   40.130    0.800    1.570
  113.900   40.120    0.800    1.573
  113.900   40.110    0.800    1.574
  113.900   40.100    0.800    1.570
  113.900   40.090    0.800    1.555
  113.900   40.080    0.800    1.529
  113.900   40.070    0.800    1.496
  113.900   40.060    0.800    1.474
  113.900   40.050    0.800    1.488
  113.900   40.040    0.800    1.556
  113.900   40.030    0.800    1.677
  113.900   40.020    0.800    1.818
  113.900   40.010    0.800    1.905
  113.900   40.000    0.800    1.820
  113.900   39.990    0.800    1.643
  113.900   39.980    0.800    1.528
  113.900   39.970    0.800    1.573
  113.900   39.960    0.800    1.742
  113.900   39.950    0.800    1.757
  113.900   39.940    0.800    1.687
  113.900   39.930    0.800    1.649
  113.900   39.920    0.800    1.627
  113.900   39.910    0.800    1.606
  113.900   39.900    0.800    1.589
  113.900   39.890    0.800    1.578
  113.900   39.880    0.800    1.572
  113.900   39.870    0.800    1.571
  113.920   40.200    0.800    1.572
  113.920   40.190    0.800    1.572
  113.920   40.180    0.800    1.572
  113.920   40.170    0.800    1.573
  113.920   40.160    0.800    1.572
  113.920   40.150    0.800    1.571
  113.920   40.140    0.800    1.571
  113.920   40.130    0.800    1.572
  113.920   40.120    0.800    1.574
  113.920   40.110    0.800    1.577
  113.920   40.100    0.800    1.576
  113.920   40.090    0.800    1.568
  113.920   40.080    0.800    1.552
  113.920   40.070    0.800    1.532
  113.920   40.060    0.800    1.522
  113.920   40.050    0.800    1.536
  113.920   40.040    0.800    1.590
  113.920   40.030    0.800    1.682
  113.920   40.020    0.800    1.792
  113.920   40.010    0.800    1.868
  113.920   40.000    0.800    1.824
  113.920   39.990    0.800    1.649
  113.920   39.980    0.800    1.472
  113.920   39.970    0.800    1.423
  113.920   39.960    0.800    1.487
  113.920   39.950    0.800    1.502
  113.920   39.940    0.800    1.477
  113.920   39.930    0.800    1.521
  113.920   39.920    0.800    1.561
  113.920   39.910    0.800    1.579
  113.920   39.900    0.800    1.583
  113.920   39.890    0.800    1.580
  113.920   39.880    0.800    1.576
  113.920   39.870    0.800    1.572
  113.940   40.200    0.800    1.572
  113.940   40.190    0.800    1.572
  113.940   40.180    0.800    1.572
  113.940   40.170    0.800    1.572
  113.940   40.160    0.800    1.572
  113.940   40.150    0.800    1.572
  113.940   40.140    0.800    1.571
  113.940   40.130    0.800    1.572
  113.940   40.120    0.800    1.575
  113.940   40.110    0.800    1.578
  113.940   40.100    0.800    1.579
  113.940   40.090    0.800    1.576
  113.940   40.080    0.800    1.567
  113.940   40.070    0.800    1.556
  113.940   40.060    0.800    1.551
  113.940   40.050    0.800    1.565
  113.940   40.040    0.800    1.605
  113.940   40.030    0.800    1.674
  113.940   40.020    0.800    1.755
  113.940   40.010    0.800    1.813
  113.940   40.000    0.800    1.794
  113.940   39.990    0.800    1.653
  113.940   39.980    0.800    1.470
  113.940   39.970    0.800    1.373
  113.940   39.960    0.800    1.380
  113.940   39.950    0.800    1.390
  113.940   39.940    0.800    1.405
  113.940   39.930    0.800    1.482
  113.940   39.920    0.800    1.539
  113.940   39.910    0.800    1.570
  113.940   39.900    0.800    1.582
  113.940   39.890    0.800    1.583
  113.940   39.880    0.800    1.579
  113.940   39.870    0.800    1.573
  113.960   40.200    0.800    1.572
  113.960   40.190    0.800    1.572
  113.960   40.180    0.800    1.572
  113.960   40.170    0.800    1.572
  113.960   40.160    0.800    1.572
  113.960   40.150    0.800    1.572
  113.960   40.140    0.800    1.571
  113.960   40.130    0.800    1.572
  113.960   40.120    0.800    1.574
  113.960   40.110    0.800    1.577
  113.960   40.100    0.800    1.579
  113.960   40.090    0.800    1.578
  113.960   40.080    0.800    1.573
  113.960   40.070    0.800    1.567
  113.960   40.060    0.800    1.566
  113.960   40.050    0.800    1.576
  113.960   40.040    0.800    1.605
  113.960   40.030    0.800    1.652
  113.960   40.020    0.800    1.705
  113.960   40.010    0.800    1.739
  113.960   40.000    0.800    1.721
  113.960   39.990    0.800    1.620
  113.960   39.980    0.800    1.475
  113.960   39.970    0.800    1.371
  113.960   39.960    0.800    1.349
  113.960   39.950    0.800    1.363
  113.960   39.940    0.800    1.407
  113.960   39.930    0.800    1.489
  113.960   39.920    0.800    1.541
  113.960   39.910    0.800    1.571
  113.960   39.900    0.800    1.583
  113.960   39.890    0.800    1.585
  113.960   39.880    0.800    1.581
  113.960   39.870    0.800    1.573
  113.980   40.200    0.800    1.572
  113.980   40.190    0.800    1.572
  113.980   40.180    0.800    1.572
  113.980   40.170    0.800    1.572
  113.980   40.160    0.800    1.572
  113.980   40.150    0.800    1.572
  113.980   40.140    0.800    1.571
  113.980   40.130    0.800    1.571
  113.980   40.120    0.800    1.572
  113.980   40.110    0.800    1.574
  113.980   40.100    0.800    1.576
  113.980   40.090    0.800    1.576
  113.980   40.080    0.800    1.574
  113.980   40.070    0.800    1.571
  113.980   40.060    0.800    1.571
  113.980   40.050    0.800    1.578
  113.980   40.040    0.800    1.596
  113.980   40.030    0.800    1.624
  113.980   40.020    0.800    1.654
  113.980   40.010    0.800    1.670
  113.980   40.000    0.800    1.651
  113.980   39.990    0.800    1.583
  113.980   39.980    0.800    1.485
  113.980   39.970    0.800    1.404
  113.980   39.960    0.800    1.375
  113.980   39.950    0.800    1.389
  113.980   39.940    0.800    1.439
  113.980   39.930    0.800    1.503
  113.980   39.920    0.800    1.547
  113.980   39.910    0.800    1.572
  113.980   39.900    0.800    1.583
  113.980   39.890    0.800    1.584
  113.980   39.880    0.800    1.580
  113.980   39.870    0.800    1.573
  114.000   40.200    0.800    1.572
  114.000   40.190    0.800    1.572
  114.000   40.180    0.800    1.572
  114.000   40.170    0.800    1.572
  114.000   40.160    0.800    1.572
  114.000   40.150    0.800    1.572
  114.000   40.140    0.800    1.571
  114.000   40.130    0.800    1.571
  114.000   40.120    0.800    1.571
  114.000   40.110    0.800    1.572
  114.000   40.100    0.800    1.573
  114.000   40.090    0.800    1.574
  114.000   40.080    0.800    1.573
  114.000   40.070    0.800    1.571
  114.000   40.060    0.800    1.571
  114.000   40.050    0.800    1.575
  114.000   40.040    0.800    1.583
  114.000   40.030    0.800    1.597
  114.000   40.020    0.800    1.610
  114.000   40.010    0.800    1.616
  114.000   40.000    0.800    1.605
  114.000   39.990    0.800    1.569
  114.000   39.980    0.800    1.518
  114.000   39.970    0.800    1.473
  114.000   39.960    0.800    1.455
  114.000   39.950    0.800    1.465
  114.000   39.940    0.800    1.497
  114.000   39.930    0.800    1.533
  114.000   39.920    0.800    1.559
  114.000   39.910    0.800    1.573
  114.000   39.900    0.800    1.579
  114.000   39.890    0.800    1.580
  114.000   39.880    0.800    1.577
  114.000   39.870    0.800    1.573
  114.020   40.200    0.800    1.572
  114.020   40.190    0.800    1.572
  114.020   40.180    0.800    1.572
  114.020   40.170    0.800    1.572
  114.020   40.160    0.800    1.572
  114.020   40.150    0.800    1.572
  114.020   40.140    0.800    1.572
  114.020   40.130    0.800    1.572
  114.020   40.120    0.800    1.571
  114.020   40.110    0.800    1.572
  114.020   40.100    0.800    1.572
  114.020   40.090    0.800    1.572
  114.020   40.080    0.800    1.572
  114.020   40.070    0.800    1.572
  114.020   40.060    0.800    1.571
  114.020   40.050    0.800    1.571
  114.020   40.040    0.800    1.571
  114.020   40.030    0.800    1.572
  114.020   40.020    0.800    1.573
  114.020   40.010    0.800    1.575
  114.020   40.000    0.800    1.576
  114.020   39.990    0.800    1.574
  114.020   39.980    0.800    1.570
  114.020   39.970    0.800    1.565
  114.020   39.960    0.800    1.562
  114.020   39.950    0.800    1.564
  114.020   39.940    0.800    1.568
  114.020   39.930    0.800    1.572
  114.020   39.920    0.800    1.574
  114.020   39.910    0.800    1.574
  114.020   39.900    0.800    1.574
  114.020   39.890    0.800    1.574
  114.020   39.880    0.800    1.573
  114.020   39.870    0.800    1.572
  113.500   40.200    0.900    1.618
  113.500   40.190    0.900    1.617
  113.500   40.180    0.900    1.617
  113.500   40.170    0.900    1.616
  113.500   40.160    0.900    1.616
  113.500   40.150    0.900    1.616
  113.500   40.140    0.900    1.616
  113.500   40.130    0.900    1.617
  113.500   40.120    0.900    1.616
  113.500   40.110    0.900    1.615
  113.500   40.100    0.900    1.614
  113.500   40.090    0.900    1.612
  113.500   40.080    0.900    1.611
  113.500   40.070    0.900    1.610
  113.500   40.060    0.900    1.611
  113.500   40.050    0.900    1.612
  113.500   40.040    0.900    1.614
  113.500   40.030    0.900    1.616
  113.500   40.020    0.900    1.617
  113.500   40.010    0.900    1.618
  113.500   40.000    0.900    1.619
  113.500   39.990    0.900    1.618
  113.500   39.980    0.900    1.617
  113.500   39.970    0.900    1.617
  113.500   39.960    0.900    1.617
  113.500   39.950    0.900    1.618
  113.500   39.940    0.900    1.619
  113.500   39.930    0.900    1.619
  113.500   39.920    0.900    1.619
  113.500   39.910    0.900    1.618
  113.500   39.900    0.900    1.618
  113.500   39.890    0.900    1.617
  113.500   39.880    0.900    1.618
  113.500   39.870    0.900    1.618
  113.520   40.200    0.900    1.617
  113.520   40.190    0.900    1.613
  113.520   40.180    0.900    1.611
  113.520   40.170    0.900    1.609
  113.520   40.160    0.900    1.608
  113.520   40.150    0.900    1.607
  113.520   40.140    0.900    1.604
  113.520   40.130    0.900    1.597
  113.520   40.120    0.900    1.585
  113.520   40.110    0.900    1.566
  113.520   40.100    0.900    1.540
  113.520   40.090    0.900    1.516
  113.520   40.080    0.900    1.496
  113.520   40.070    0.900    1.485
  113.520   40.060    0.900    1.485
  113.520   40.050    0.900    1.496
  113.520   40.040    0.900    1.516
  113.520   40.030    0.900    1.543
  113.520   40.020    0.900    1.568
  113.520   40.010    0.900    1.589
  113.520   40.000    0.900    1.603
  113.520   39.990    0.900    1.610
  113.520   39.980    0.900    1.611
  113.520   39.970    0.900    1.611
  113.520   39.960    0.900    1.612
  113.520   39.950    0.900    1.614
  113.520   39.940    0.900    1.617
  113.520   39.930    0.900    1.620
  113.520   39.920    0.900    1.621
  113.520   39.910    0.900    1.621
  113.520   39.900    0.900    1.619
  113.520   39.890    0.900    1.618
  113.520   39.880    0.900    1.617
  113.520   39.870    0.900    1.618
  113.540   40.200    0.900    1.616
  113.540   40.190    0.900    1.610
  113.540   40.180    0.900    1.606
  113.540   40.170    0.900    1.603
  113.540   40.160    0.900    1.602
  113.540   40.150    0.900    1.599
  113.540   40.140    0.900    1.592
  113.540   40.130    0.900    1.578
  113.540   40.120    0.900    1.555
  113.540   40.110    0.900    1.518
  113.540   40.100    0.900    1.468
  113.540   40.090    0.900    1.419
  113.540   40.080    0.900    1.380
  113.540   40.070    0.900    1.356
  113.540   40.060    0.900    1.354
  113.540   40.050    0.900    1.375
  113.540   40.040    0.900    1.417
  113.540   40.030    0.900    1.470
  113.540   40.020    0.900    1.521
  113.540   40.010    0.900    1.563
  113.540   40.000    0.900    1.590
  113.540   39.990    0.900    1.603
  113.540   39.980    0.900    1.606
  113.540   39.970    0.900    1.606
  113.540   39.960    0.900    1.606
  113.540   39.950    0.900    1.608
  113.540   39.940    0.900    1.613
  113.540   39.930    0.900    1.618
  113.540   39.920    0.900    1.622
  113.540   39.910    0.900    1.622
  113.540   39.900    0.900    1.621
  113.540   39.890    0.900    1.619
  113.540   39.880    0.900    1.618
  113.540   39.870    0.900    1.617
  113.560   40.200    0.900    1.616
  113.560   40.190    0.900    1.608
  113.560   40.180    0.900    1.602
  113.560   40.170    0.900    1.599
  113.560   40.160    0.900    1.597
  113.560   40.150    0.900    1.592
  113.560   40.140    0.900    1.580
  113.560   40.130    0.900    1.559
  113.560   40.120    0.900    1.529
  113.560   40.110    0.900    1.480
  113.560   40.100    0.900    1.408
  113.560   40.090    0.900    1.336
  113.560   40.080    0.900    1.275
  113.560   40.070    0.900    1.235
  113.560   40.060    0.900    1.230
  113.560   40.050    0.900    1.261
  113.560   40.040    0.900    1.325
  113.560   40.030    0.900    1.405
  113.560   40.020    0.900    1.482
  113.560   40.010    0.900    1.545
  113.560   40.000    0.900    1.585
  113.560   39.990    0.900    1.603
  113.560   39.980    0.900    1.606
  113.560   39.970    0.900    1.603
  113.560   39.960    0.900    1.600
  113.560   39.950    0.900    1.601
  113.560   39.940    0.900    1.606
  113.560   39.930    0.900    1.613
  113.560   39.920    0.900    1.619
  113.560   39.910    0.900    1.622
  113.560   39.900    0.900    1.622
  113.560   39.890    0.900    1.621
  113.560   39.880    0.900    1.619
  113.560   39.870    0.900    1.617
  113.580   40.200    0.900    1.616
  113.580   40.190    0.900    1.607
  113.580   40.180    0.900    1.601
  113.580   40.170    0.900    1.599
  113.580   40.160    0.900    1.597
  113.580   40.150    0.900    1.589
  113.580   40.140    0.900    1.568
  113.580   40.130    0.900    1.538
  113.580   40.120    0.900    1.506
  113.580   40.110    0.900    1.459
  113.580   40.100    0.900    1.385
  113.580   40.090    0.900    1.311
  113.580   40.080    0.900    1.231
  113.580   40.070    0.900    1.171
  113.580   40.060    0.900    1.159
  113.580   40.050    0.900    1.199
  113.580   40.040    0.900    1.277
  113.580   40.030    0.900    1.375
  113.580   40.020    0.900    1.470
  113.580   40.010    0.900    1.549
  113.580   40.000    0.900    1.599
  113.580   39.990    0.900    1.620
  113.580   39.980    0.900    1.620
  113.580   39.970    0.900    1.610
  113.580   39.960    0.900    1.600
  113.580   39.950    0.900    1.595
  113.580   39.940    0.900    1.597
  113.580   39.930    0.900    1.605
  113.580   39.920    0.900    1.613
  113.580   39.910    0.900    1.619
  113.580   39.900    0.900    1.622
  113.580   39.890    0.900    1.623
  113.580   39.880    0.900    1.621
  113.580   39.870    0.900    1.618
  113.600   40.200    0.900    1.615
  113.600   40.190    0.900    1.607
  113.600   40.180    0.900    1.602
  113.600   40.170    0.900    1.602
  113.600   40.160    0.900    1.602
  113.600   40.150    0.900    1.592
  113.600   40.140    0.900    1.562
  113.600   40.130    0.900    1.519
  113.600   40.120    0.900    1.490
  113.600   40.110    0.900    1.447
  113.600   40.100    0.900    1.398
  113.600   40.090    0.900    1.377
  113.600   40.080    0.900    1.299
  113.600   40.070    0.900    1.215
  113.600   40.060    0.900    1.182
  113.600   40.050    0.900    1.249
  113.600   40.040    0.900    1.327
  113.600   40.030    0.900    1.419
  113.600   40.020    0.900    1.508
  113.600   40.010    0.900    1.591
  113.600   40.000    0.900    1.645
  113.600   39.990    0.900    1.663
  113.600   39.980    0.900    1.655
  113.600   39.970    0.900    1.634
  113.600   39.960    0.900    1.612
  113.600   39.950    0.900    1.597
  113.600   39.940    0.900    1.592
  113.600   39.930    0.900    1.596
  113.600   39.920    0.900    1.604
  113.600   39.910    0.900    1.613
  113.600   39.900    0.900    1.620
  113.600   39.890    0.900    1.622
  113.600   39.880    0.900    1.622
  113.600   39.870    0.900    1.619
  113.620   40.200    0.900    1.615
  113.620   40.190    0.900    1.608
  113.620   40.180    0.900    1.605
  113.620   40.170    0.900    1.608
  113.620   40.160    0.900    1.613
  113.620   40.150    0.900    1.606
  113.620   40.140    0.900    1.577
  113.620   40.130    0.900    1.527
  113.620   40.120    0.900    1.487
  113.620   40.110    0.900    1.440
  113.620   40.100    0.900    1.405
  113.620   40.090    0.900    1.436
  113.620   40.080    0.900    1.412
  113.620   40.070    0.900    1.322
  113.620   40.060    0.900    1.326
  113.620   40.050    0.900    1.439
  113.620   40.040    0.900    1.527
  113.620   40.030    0.900    1.572
  113.620   40.020    0.900    1.615
  113.620   40.010    0.900    1.680
  113.620   40.000    0.900    1.727
  113.620   39.990    0.900    1.738
  113.620   39.980    0.900    1.718
  113.620   39.970    0.900    1.681
  113.620   39.960    0.900    1.643
  113.620   39.950    0.900    1.613
  113.620   39.940    0.900    1.595
  113.620   39.930    0.900    1.591
  113.620   39.920    0.900    1.596
  113.620   39.910    0.900    1.605
  113.620   39.900    0.900    1.614
  113.620   39.890    0.900    1.620
  113.620   39.880    0.900    1.621
  113.620   39.870    0.900    1.620
  113.640   40.200    0.900    1.615
  113.640   40.190    0.900    1.609
  113.640   40.180    0.900    1.609
  113.640   40.170    0.900    1.616
  113.640   40.160    0.900    1.625
  113.640   40.150    0.900    1.625
  113.640   40.140    0.900    1.600
  113.640   40.130    0.900    1.544
  113.640   40.120    0.900    1.458
  113.640   40.110    0.900    1.361
  113.640   40.100    0.900    1.309
  113.640   40.090    0.900    1.346
  113.640   40.080    0.900    1.396
  113.640   40.070    0.900    1.412
  113.640   40.060    0.900    1.520
  113.640   40.050    0.900    1.775
  113.640   40.040    0.900    1.859
  113.640   40.030    0.900    1.810
  113.640   40.020    0.900    1.768
  113.640   40.010    0.900    1.792
  113.640   40.000    0.900    1.832
  113.640   39.990    0.900    1.836
  113.640   39.980    0.900    1.804
  113.640   39.970    0.900    1.751
  113.640   39.960    0.900    1.694
  113.640   39.950    0.900    1.645
  113.640   39.940    0.900    1.611
  113.640   39.930    0.900    1.594
  113.640   39.920    0.900    1.591
  113.640   39.910    0.900    1.598
  113.640   39.900    0.900    1.608
  113.640   39.890    0.900    1.616
  113.640   39.880    0.900    1.619
  113.640   39.870    0.900    1.620
  113.660   40.200    0.900    1.615
  113.660   40.190    0.900    1.610
  113.660   40.180    0.900    1.611
  113.660   40.170    0.900    1.620
  113.660   40.160    0.900    1.632
  113.660   40.150    0.900    1.635
  113.660   40.140    0.900    1.615
  113.660   40.130    0.900    1.551
  113.660   40.120    0.900    1.421
  113.660   40.110    0.900    1.276
  113.660   40.100    0.900    1.198
  113.660   40.090    0.900    1.243
  113.660   40.080    0.900    1.359
  113.660   40.070    0.900    1.514
  113.660   40.060    0.900    1.699
  113.660   40.050    0.900    1.950
  113.660   40.040    0.900    2.015
  113.660   40.030    0.900    1.948
  113.660   40.020    0.900    1.861
  113.660   40.010    0.900    1.860
  113.660   40.000    0.900    1.913
  113.660   39.990    0.900    1.928
  113.660   39.980    0.900    1.895
  113.660   39.970    0.900    1.834
  113.660   39.960    0.900    1.762
  113.660   39.950    0.900    1.694
  113.660   39.940    0.900    1.640
  113.660   39.930    0.900    1.606
  113.660   39.920    0.900    1.592
  113.660   39.910    0.900    1.593
  113.660   39.900    0.900    1.601
  113.660   39.890    0.900    1.610
  113.660   39.880    0.900    1.616
  113.660   39.870    0.900    1.619
  113.680   40.200    0.900    1.616
  113.680   40.190    0.900    1.611
  113.680   40.180    0.900    1.612
  113.680   40.170    0.900    1.620
  113.680   40.160    0.900    1.630
  113.680   40.150    0.900    1.633
  113.680   40.140    0.900    1.614
  113.680   40.130    0.900    1.556
  113.680   40.120    0.900    1.432
  113.680   40.110    0.900    1.284
  113.680   40.100    0.900    1.186
  113.680   40.090    0.900    1.215
  113.680   40.080    0.900    1.360
  113.680   40.070    0.900    1.603
  113.680   40.060    0.900    1.815
  113.680   40.050    0.900    1.958
  113.680   40.040    0.900    1.926
  113.680   40.030    0.900    1.867
  113.680   40.020    0.900    1.802
  113.680   40.010    0.900    1.810
  113.680   40.000    0.900    1.893
  113.680   39.990    0.900    1.956
  113.680   39.980    0.900    1.958
  113.680   39.970    0.900    1.912
  113.680   39.960    0.900    1.838
  113.680   39.950    0.900    1.755
  113.680   39.940    0.900    1.682
  113.680   39.930    0.900    1.630
  113.680   39.920    0.900    1.600
  113.680   39.910    0.900    1.591
  113.680   39.900    0.900    1.596
  113.680   39.890    0.900    1.605
  113.680   39.880    0.900    1.613
  113.680   39.870    0.900    1.618
  113.700   40.200    0.900    1.616
  113.700   40.190    0.900    1.612
  113.700   40.180    0.900    1.612
  113.700   40.170    0.900    1.618
  113.700   40.160    0.900    1.624
  113.700   40.150    0.900    1.622
  113.700   40.140    0.900    1.603
  113.700   40.130    0.900    1.555
  113.700   40.120    0.900    1.465
  113.700   40.110    0.900    1.356
  113.700   40.100    0.900    1.276
  113.700   40.090    0.900    1.285
  113.700   40.080    0.900    1.425
  113.700   40.070    0.900    1.675
  113.700   40.060    0.900    1.880
  113.700   40.050    0.900    1.951
  113.700   40.040    0.900    1.853
  113.700   40.030    0.900    1.733
  113.700   40.020    0.900    1.632
  113.700   40.010    0.900    1.609
  113.700   40.000    0.900    1.704
  113.700   39.990    0.900    1.852
  113.700   39.980    0.900    1.951
  113.700   39.970    0.900    1.964
  113.700   39.960    0.900    1.911
  113.700   39.950    0.900    1.825
  113.700   39.940    0.900    1.736
  113.700   39.930    0.900    1.663
  113.700   39.920    0.900    1.616
  113.700   39.910    0.900    1.595
  113.700   39.900    0.900    1.593
  113.700   39.890    0.900    1.600
  113.700   39.880    0.900    1.610
  113.700   39.870    0.900    1.618
  113.720   40.200    0.900    1.616
  113.720   40.190    0.900    1.613
  113.720   40.180    0.900    1.613
  113.720   40.170    0.900    1.616
  113.720   40.160    0.900    1.619
  113.720   40.150    0.900    1.615
  113.720   40.140    0.900    1.598
  113.720   40.130    0.900    1.566
  113.720   40.120    0.900    1.517
  113.720   40.110    0.900    1.465
  113.720   40.100    0.900    1.429
  113.720   40.090    0.900    1.439
  113.720   40.080    0.900    1.540
  113.720   40.070    0.900    1.746
  113.720   40.060    0.900    1.914
  113.720   40.050    0.900    1.938
  113.720   40.040    0.900    1.842
  113.720   40.030    0.900    1.709
  113.720   40.020    0.900    1.568
  113.720   40.010    0.900    1.446
  113.720   40.000    0.900    1.467
  113.720   39.990    0.900    1.657
  113.720   39.980    0.900    1.870
  113.720   39.970    0.900    1.978
  113.720   39.960    0.900    1.973
  113.720   39.950    0.900    1.898
  113.720   39.940    0.900    1.799
  113.720   39.930    0.900    1.707
  113.720   39.920    0.900    1.640
  113.720   39.910    0.900    1.603
  113.720   39.900    0.900    1.592
  113.720   39.890    0.900    1.596
  113.720   39.880    0.900    1.606
  113.720   39.870    0.900    1.618
  113.740   40.200    0.900    1.617
  113.740   40.190    0.900    1.614
  113.740   40.180    0.900    1.614
  113.740   40.170    0.900    1.615
  113.740   40.160    0.900    1.617
  113.740   40.150    0.900    1.612
  113.740   40.140    0.900    1.601
  113.740   40.130    0.900    1.583
  113.740   40.120    0.900    1.565
