经度        纬度         深度       速度
  113.560   39.940    1.600    2.051
  113.560   39.930    1.600    2.050
  113.560   39.920    1.600    2.049
  113.560   39.910    1.600    2.049
  113.560   39.900    1.600    2.048
  113.560   39.890    1.600    2.048
  113.560   39.880    1.600    2.049
  113.560   39.870    1.600    2.049
  113.580   40.200    1.600    2.049
  113.580   40.190    1.600    2.050
  113.580   40.180    1.600    2.049
  113.580   40.170    1.600    2.046
  113.580   40.160    1.600    2.043
  113.580   40.150    1.600    2.041
  113.580   40.140    1.600    2.043
  113.580   40.130    1.600    2.052
  113.580   40.120    1.600    2.067
  113.580   40.110    1.600    2.087
  113.580   40.100    1.600    2.101
  113.580   40.090    1.600    2.090
  113.580   40.080    1.600    2.076
  113.580   40.070    1.600    2.077
  113.580   40.060    1.600    2.076
  113.580   40.050    1.600    2.081
  113.580   40.040    1.600    2.075
  113.580   40.030    1.600    2.063
  113.580   40.020    1.600    2.051
  113.580   40.010    1.600    2.043
  113.580   40.000    1.600    2.040
  113.580   39.990    1.600    2.040
  113.580   39.980    1.600    2.043
  113.580   39.970    1.600    2.047
  113.580   39.960    1.600    2.050
  113.580   39.950    1.600    2.051
  113.580   39.940    1.600    2.051
  113.580   39.930    1.600    2.051
  113.580   39.920    1.600    2.050
  113.580   39.910    1.600    2.050
  113.580   39.900    1.600    2.049
  113.580   39.890    1.600    2.048
  113.580   39.880    1.600    2.048
  113.580   39.870    1.600    2.049
  113.600   40.200    1.600    2.049
  113.600   40.190    1.600    2.049
  113.600   40.180    1.600    2.047
  113.600   40.170    1.600    2.044
  113.600   40.160    1.600    2.041
  113.600   40.150    1.600    2.040
  113.600   40.140    1.600    2.046
  113.600   40.130    1.600    2.059
  113.600   40.120    1.600    2.080
  113.600   40.110    1.600    2.103
  113.600   40.100    1.600    2.117
  113.600   40.090    1.600    2.102
  113.600   40.080    1.600    2.088
  113.600   40.070    1.600    2.091
  113.600   40.060    1.600    2.082
  113.600   40.050    1.600    2.076
  113.600   40.040    1.600    2.065
  113.600   40.030    1.600    2.051
  113.600   40.020    1.600    2.038
  113.600   40.010    1.600    2.030
  113.600   40.000    1.600    2.028
  113.600   39.990    1.600    2.030
  113.600   39.980    1.600    2.036
  113.600   39.970    1.600    2.041
  113.600   39.960    1.600    2.046
  113.600   39.950    1.600    2.049
  113.600   39.940    1.600    2.050
  113.600   39.930    1.600    2.051
  113.600   39.920    1.600    2.051
  113.600   39.910    1.600    2.050
  113.600   39.900    1.600    2.050
  113.600   39.890    1.600    2.049
  113.600   39.880    1.600    2.049
  113.600   39.870    1.600    2.049
  113.620   40.200    1.600    2.049
  113.620   40.190    1.600    2.048
  113.620   40.180    1.600    2.046
  113.620   40.170    1.600    2.043
  113.620   40.160    1.600    2.041
  113.620   40.150    1.600    2.044
  113.620   40.140    1.600    2.054
  113.620   40.130    1.600    2.074
  113.620   40.120    1.600    2.103
  113.620   40.110    1.600    2.124
  113.620   40.100    1.600    2.131
  113.620   40.090    1.600    2.116
  113.620   40.080    1.600    2.092
  113.620   40.070    1.600    2.094
  113.620   40.060    1.600    2.091
  113.620   40.050    1.600    2.066
  113.620   40.040    1.600    2.042
  113.620   40.030    1.600    2.031
  113.620   40.020    1.600    2.023
  113.620   40.010    1.600    2.016
  113.620   40.000    1.600    2.016
  113.620   39.990    1.600    2.021
  113.620   39.980    1.600    2.028
  113.620   39.970    1.600    2.036
  113.620   39.960    1.600    2.041
  113.620   39.950    1.600    2.045
  113.620   39.940    1.600    2.048
  113.620   39.930    1.600    2.049
  113.620   39.920    1.600    2.050
  113.620   39.910    1.600    2.051
  113.620   39.900    1.600    2.051
  113.620   39.890    1.600    2.050
  113.620   39.880    1.600    2.049
  113.620   39.870    1.600    2.049
  113.640   40.200    1.600    2.049
  113.640   40.190    1.600    2.048
  113.640   40.180    1.600    2.046
  113.640   40.170    1.600    2.044
  113.640   40.160    1.600    2.044
  113.640   40.150    1.600    2.050
  113.640   40.140    1.600    2.066
  113.640   40.130    1.600    2.094
  113.640   40.120    1.600    2.133
  113.640   40.110    1.600    2.160
  113.640   40.100    1.600    2.161
  113.640   40.090    1.600    2.136
  113.640   40.080    1.600    2.098
  113.640   40.070    1.600    2.094
  113.640   40.060    1.600    2.099
  113.640   40.050    1.600    2.069
  113.640   40.040    1.600    2.036
  113.640   40.030    1.600    2.026
  113.640   40.020    1.600    2.016
  113.640   40.010    1.600    2.008
  113.640   40.000    1.600    2.009
  113.640   39.990    1.600    2.015
  113.640   39.980    1.600    2.023
  113.640   39.970    1.600    2.031
  113.640   39.960    1.600    2.037
  113.640   39.950    1.600    2.042
  113.640   39.940    1.600    2.045
  113.640   39.930    1.600    2.047
  113.640   39.920    1.600    2.049
  113.640   39.910    1.600    2.050
  113.640   39.900    1.600    2.051
  113.640   39.890    1.600    2.051
  113.640   39.880    1.600    2.050
  113.640   39.870    1.600    2.049
  113.660   40.200    1.600    2.049
  113.660   40.190    1.600    2.048
  113.660   40.180    1.600    2.046
  113.660   40.170    1.600    2.046
  113.660   40.160    1.600    2.049
  113.660   40.150    1.600    2.059
  113.660   40.140    1.600    2.080
  113.660   40.130    1.600    2.115
  113.660   40.120    1.600    2.161
  113.660   40.110    1.600    2.194
  113.660   40.100    1.600    2.197
  113.660   40.090    1.600    2.165
  113.660   40.080    1.600    2.119
  113.660   40.070    1.600    2.105
  113.660   40.060    1.600    2.109
  113.660   40.050    1.600    2.090
  113.660   40.040    1.600    2.064
  113.660   40.030    1.600    2.044
  113.660   40.020    1.600    2.026
  113.660   40.010    1.600    2.012
  113.660   40.000    1.600    2.009
  113.660   39.990    1.600    2.012
  113.660   39.980    1.600    2.019
  113.660   39.970    1.600    2.027
  113.660   39.960    1.600    2.034
  113.660   39.950    1.600    2.039
  113.660   39.940    1.600    2.042
  113.660   39.930    1.600    2.044
  113.660   39.920    1.600    2.046
  113.660   39.910    1.600    2.049
  113.660   39.900    1.600    2.051
  113.660   39.890    1.600    2.051
  113.660   39.880    1.600    2.050
  113.660   39.870    1.600    2.049
  113.680   40.200    1.600    2.049
  113.680   40.190    1.600    2.048
  113.680   40.180    1.600    2.046
  113.680   40.170    1.600    2.047
  113.680   40.160    1.600    2.052
  113.680   40.150    1.600    2.065
  113.680   40.140    1.600    2.089
  113.680   40.130    1.600    2.124
  113.680   40.120    1.600    2.160
  113.680   40.110    1.600    2.186
  113.680   40.100    1.600    2.196
  113.680   40.090    1.600    2.178
  113.680   40.080    1.600    2.138
  113.680   40.070    1.600    2.113
  113.680   40.060    1.600    2.105
  113.680   40.050    1.600    2.098
  113.680   40.040    1.600    2.088
  113.680   40.030    1.600    2.072
  113.680   40.020    1.600    2.055
  113.680   40.010    1.600    2.036
  113.680   40.000    1.600    2.020
  113.680   39.990    1.600    2.014
  113.680   39.980    1.600    2.017
  113.680   39.970    1.600    2.026
  113.680   39.960    1.600    2.033
  113.680   39.950    1.600    2.037
  113.680   39.940    1.600    2.039
  113.680   39.930    1.600    2.041
  113.680   39.920    1.600    2.044
  113.680   39.910    1.600    2.047
  113.680   39.900    1.600    2.049
  113.680   39.890    1.600    2.050
  113.680   39.880    1.600    2.050
  113.680   39.870    1.600    2.049
  113.700   40.200    1.600    2.049
  113.700   40.190    1.600    2.047
  113.700   40.180    1.600    2.046
  113.700   40.170    1.600    2.047
  113.700   40.160    1.600    2.052
  113.700   40.150    1.600    2.064
  113.700   40.140    1.600    2.085
  113.700   40.130    1.600    2.111
  113.700   40.120    1.600    2.133
  113.700   40.110    1.600    2.147
  113.700   40.100    1.600    2.153
  113.700   40.090    1.600    2.146
  113.700   40.080    1.600    2.120
  113.700   40.070    1.600    2.093
  113.700   40.060    1.600    2.085
  113.700   40.050    1.600    2.088
  113.700   40.040    1.600    2.091
  113.700   40.030    1.600    2.083
  113.700   40.020    1.600    2.070
  113.700   40.010    1.600    2.055
  113.700   40.000    1.600    2.036
  113.700   39.990    1.600    2.020
  113.700   39.980    1.600    2.018
  113.700   39.970    1.600    2.026
  113.700   39.960    1.600    2.034
  113.700   39.950    1.600    2.038
  113.700   39.940    1.600    2.039
  113.700   39.930    1.600    2.040
  113.700   39.920    1.600    2.041
  113.700   39.910    1.600    2.044
  113.700   39.900    1.600    2.047
  113.700   39.890    1.600    2.049
  113.700   39.880    1.600    2.049
  113.700   39.870    1.600    2.049
  113.720   40.200    1.600    2.049
  113.720   40.190    1.600    2.047
  113.720   40.180    1.600    2.046
  113.720   40.170    1.600    2.046
  113.720   40.160    1.600    2.049
  113.720   40.150    1.600    2.058
  113.720   40.140    1.600    2.072
  113.720   40.130    1.600    2.087
  113.720   40.120    1.600    2.098
  113.720   40.110    1.600    2.102
  113.720   40.100    1.600    2.099
  113.720   40.090    1.600    2.089
  113.720   40.080    1.600    2.073
  113.720   40.070    1.600    2.055
  113.720   40.060    1.600    2.055
  113.720   40.050    1.600    2.071
  113.720   40.040    1.600    2.074
  113.720   40.030    1.600    2.063
  113.720   40.020    1.600    2.055
  113.720   40.010    1.600    2.057
  113.720   40.000    1.600    2.049
  113.720   39.990    1.600    2.032
  113.720   39.980    1.600    2.027
  113.720   39.970    1.600    2.033
  113.720   39.960    1.600    2.039
  113.720   39.950    1.600    2.042
  113.720   39.940    1.600    2.041
  113.720   39.930    1.600    2.040
  113.720   39.920    1.600    2.040
  113.720   39.910    1.600    2.042
  113.720   39.900    1.600    2.045
  113.720   39.890    1.600    2.047
  113.720   39.880    1.600    2.049
  113.720   39.870    1.600    2.049
  113.740   40.200    1.600    2.049
  113.740   40.190    1.600    2.047
  113.740   40.180    1.600    2.046
  113.740   40.170    1.600    2.045
  113.740   40.160    1.600    2.046
  113.740   40.150    1.600    2.050
  113.740   40.140    1.600    2.058
  113.740   40.130    1.600    2.064
  113.740   40.120    1.600    2.067
  113.740   40.110    1.600    2.063
  113.740   40.100    1.600    2.053
  113.740   40.090    1.600    2.037
  113.740   40.080    1.600    2.019
  113.740   40.070    1.600    2.008
  113.740   40.060    1.600    2.018
  113.740   40.050    1.600    2.045
  113.740   40.040    1.600    2.051
  113.740   40.030    1.600    2.039
  113.740   40.020    1.600    2.038
  113.740   40.010    1.600    2.061
  113.740   40.000    1.600    2.068
  113.740   39.990    1.600    2.050
  113.740   39.980    1.600    2.042
  113.740   39.970    1.600    2.045
  113.740   39.960    1.600    2.049
  113.740   39.950    1.600    2.049
  113.740   39.940    1.600    2.046
  113.740   39.930    1.600    2.043
  113.740   39.920    1.600    2.041
  113.740   39.910    1.600    2.042
  113.740   39.900    1.600    2.044
  113.740   39.890    1.600    2.046
  113.740   39.880    1.600    2.048
  113.740   39.870    1.600    2.049
  113.760   40.200    1.600    2.049
  113.760   40.190    1.600    2.048
  113.760   40.180    1.600    2.046
  113.760   40.170    1.600    2.044
  113.760   40.160    1.600    2.044
  113.760   40.150    1.600    2.045
  113.760   40.140    1.600    2.048
  113.760   40.130    1.600    2.050
  113.760   40.120    1.600    2.048
  113.760   40.110    1.600    2.040
  113.760   40.100    1.600    2.025
  113.760   40.090    1.600    2.006
  113.760   40.080    1.600    1.987
  113.760   40.070    1.600    1.974
  113.760   40.060    1.600    1.984
  113.760   40.050    1.600    2.014
  113.760   40.040    1.600    2.029
  113.760   40.030    1.600    2.027
  113.760   40.020    1.600    2.041
  113.760   40.010    1.600    2.071
  113.760   40.000    1.600    2.081
  113.760   39.990    1.600    2.066
  113.760   39.980    1.600    2.053
  113.760   39.970    1.600    2.054
  113.760   39.960    1.600    2.058
  113.760   39.950    1.600    2.057
  113.760   39.940    1.600    2.053
  113.760   39.930    1.600    2.048
  113.760   39.920    1.600    2.044
  113.760   39.910    1.600    2.043
  113.760   39.900    1.600    2.044
  113.760   39.890    1.600    2.046
  113.760   39.880    1.600    2.048
  113.760   39.870    1.600    2.049
  113.780   40.200    1.600    2.049
  113.780   40.190    1.600    2.048
  113.780   40.180    1.600    2.047
  113.780   40.170    1.600    2.045
  113.780   40.160    1.600    2.044
  113.780   40.150    1.600    2.044
  113.780   40.140    1.600    2.044
  113.780   40.130    1.600    2.043
  113.780   40.120    1.600    2.040
  113.780   40.110    1.600    2.032
  113.780   40.100    1.600    2.018
  113.780   40.090    1.600    1.999
  113.780   40.080    1.600    1.980
  113.780   40.070    1.600    1.968
  113.780   40.060    1.600    1.973
  113.780   40.050    1.600    1.997
  113.780   40.040    1.600    2.019
  113.780   40.030    1.600    2.032
  113.780   40.020    1.600    2.060
  113.780   40.010    1.600    2.088
  113.780   40.000    1.600    2.092
  113.780   39.990    1.600    2.077
  113.780   39.980    1.600    2.061
  113.780   39.970    1.600    2.060
  113.780   39.960    1.600    2.065
  113.780   39.950    1.600    2.065
  113.780   39.940    1.600    2.061
  113.780   39.930    1.600    2.054
  113.780   39.920    1.600    2.049
  113.780   39.910    1.600    2.046
  113.780   39.900    1.600    2.046
  113.780   39.890    1.600    2.047
  113.780   39.880    1.600    2.048
  113.780   39.870    1.600    2.049
  113.800   40.200    1.600    2.049
  113.800   40.190    1.600    2.049
  113.800   40.180    1.600    2.048
  113.800   40.170    1.600    2.047
  113.800   40.160    1.600    2.046
  113.800   40.150    1.600    2.045
  113.800   40.140    1.600    2.044
  113.800   40.130    1.600    2.043
  113.800   40.120    1.600    2.040
  113.800   40.110    1.600    2.034
  113.800   40.100    1.600    2.023
  113.800   40.090    1.600    2.009
  113.800   40.080    1.600    1.994
  113.800   40.070    1.600    1.987
  113.800   40.060    1.600    1.994
  113.800   40.050    1.600    2.016
  113.800   40.040    1.600    2.031
  113.800   40.030    1.600    2.042
  113.800   40.020    1.600    2.078
  113.800   40.010    1.600    2.111
  113.800   40.000    1.600    2.108
  113.800   39.990    1.600    2.085
  113.800   39.980    1.600    2.068
  113.800   39.970    1.600    2.068
  113.800   39.960    1.600    2.073
  113.800   39.950    1.600    2.071
  113.800   39.940    1.600    2.067
  113.800   39.930    1.600    2.060
  113.800   39.920    1.600    2.053
  113.800   39.910    1.600    2.049
  113.800   39.900    1.600    2.048
  113.800   39.890    1.600    2.048
  113.800   39.880    1.600    2.049
  113.800   39.870    1.600    2.049
  113.820   40.200    1.600    2.049
  113.820   40.190    1.600    2.049
  113.820   40.180    1.600    2.049
  113.820   40.170    1.600    2.048
  113.820   40.160    1.600    2.047
  113.820   40.150    1.600    2.047
  113.820   40.140    1.600    2.046
  113.820   40.130    1.600    2.046
  113.820   40.120    1.600    2.044
  113.820   40.110    1.600    2.041
  113.820   40.100    1.600    2.034
  113.820   40.090    1.600    2.025
  113.820   40.080    1.600    2.016
  113.820   40.070    1.600    2.013
  113.820   40.060    1.600    2.023
  113.820   40.050    1.600    2.043
  113.820   40.040    1.600    2.050
  113.820   40.030    1.600    2.048
  113.820   40.020    1.600    2.070
  113.820   40.010    1.600    2.101
  113.820   40.000    1.600    2.102
  113.820   39.990    1.600    2.080
  113.820   39.980    1.600    2.061
  113.820   39.970    1.600    2.060
  113.820   39.960    1.600    2.063
  113.820   39.950    1.600    2.065
  113.820   39.940    1.600    2.065
  113.820   39.930    1.600    2.059
  113.820   39.920    1.600    2.053
  113.820   39.910    1.600    2.050
  113.820   39.900    1.600    2.049
  113.820   39.890    1.600    2.049
  113.820   39.880    1.600    2.049
  113.820   39.870    1.600    2.049
  113.840   40.200    1.600    2.049
  113.840   40.190    1.600    2.050
  113.840   40.180    1.600    2.050
  113.840   40.170    1.600    2.049
  113.840   40.160    1.600    2.049
  113.840   40.150    1.600    2.049
  113.840   40.140    1.600    2.048
  113.840   40.130    1.600    2.049
  113.840   40.120    1.600    2.048
  113.840   40.110    1.600    2.047
  113.840   40.100    1.600    2.044
  113.840   40.090    1.600    2.039
  113.840   40.080    1.600    2.035
  113.840   40.070    1.600    2.033
  113.840   40.060    1.600    2.040
  113.840   40.050    1.600    2.052
  113.840   40.040    1.600    2.053
  113.840   40.030    1.600    2.047
  113.840   40.020    1.600    2.053
  113.840   40.010    1.600    2.071
  113.840   40.000    1.600    2.078
  113.840   39.990    1.600    2.058
  113.840   39.980    1.600    2.030
  113.840   39.970    1.600    2.017
  113.840   39.960    1.600    2.020
  113.840   39.950    1.600    2.031
  113.840   39.940    1.600    2.043
  113.840   39.930    1.600    2.046
  113.840   39.920    1.600    2.046
  113.840   39.910    1.600    2.047
  113.840   39.900    1.600    2.048
  113.840   39.890    1.600    2.050
  113.840   39.880    1.600    2.050
  113.840   39.870    1.600    2.050
  113.860   40.200    1.600    2.049
  113.860   40.190    1.600    2.050
  113.860   40.180    1.600    2.050
  113.860   40.170    1.600    2.050
  113.860   40.160    1.600    2.050
  113.860   40.150    1.600    2.050
  113.860   40.140    1.600    2.050
  113.860   40.130    1.600    2.050
  113.860   40.120    1.600    2.051
  113.860   40.110    1.600    2.052
  113.860   40.100    1.600    2.051
  113.860   40.090    1.600    2.049
  113.860   40.080    1.600    2.047
  113.860   40.070    1.600    2.045
  113.860   40.060    1.600    2.046
  113.860   40.050    1.600    2.048
  113.860   40.040    1.600    2.045
  113.860   40.030    1.600    2.039
  113.860   40.020    1.600    2.037
  113.860   40.010    1.600    2.044
  113.860   40.000    1.600    2.053
  113.860   39.990    1.600    2.043
  113.860   39.980    1.600    2.007
  113.860   39.970    1.600    1.972
  113.860   39.960    1.600    1.963
  113.860   39.950    1.600    1.977
  113.860   39.940    1.600    2.000
  113.860   39.930    1.600    2.018
  113.860   39.920    1.600    2.031
  113.860   39.910    1.600    2.040
  113.860   39.900    1.600    2.046
  113.860   39.890    1.600    2.049
  113.860   39.880    1.600    2.050
  113.860   39.870    1.600    2.050
  113.880   40.200    1.600    2.049
  113.880   40.190    1.600    2.049
  113.880   40.180    1.600    2.049
  113.880   40.170    1.600    2.049
  113.880   40.160    1.600    2.049
  113.880   40.150    1.600    2.049
  113.880   40.140    1.600    2.050
  113.880   40.130    1.600    2.050
  113.880   40.120    1.600    2.051
  113.880   40.110    1.600    2.053
  113.880   40.100    1.600    2.054
  113.880   40.090    1.600    2.054
  113.880   40.080    1.600    2.053
  113.880   40.070    1.600    2.051
  113.880   40.060    1.600    2.049
  113.880   40.050    1.600    2.045
  113.880   40.040    1.600    2.038
  113.880   40.030    1.600    2.030
  113.880   40.020    1.600    2.019
  113.880   40.010    1.600    2.012
  113.880   40.000    1.600    2.021
  113.880   39.990    1.600    2.028
  113.880   39.980    1.600    2.008
  113.880   39.970    1.600    1.965
  113.880   39.960    1.600    1.934
  113.880   39.950    1.600    1.941
  113.880   39.940    1.600    1.968
  113.880   39.930    1.600    1.996
  113.880   39.920    1.600    2.017
  113.880   39.910    1.600    2.033
  113.880   39.900    1.600    2.043
  113.880   39.890    1.600    2.048
  113.880   39.880    1.600    2.050
  113.880   39.870    1.600    2.050
  113.900   40.200    1.600    2.049
  113.900   40.190    1.600    2.049
  113.900   40.180    1.600    2.049
  113.900   40.170    1.600    2.049
  113.900   40.160    1.600    2.049
  113.900   40.150    1.600    2.049
  113.900   40.140    1.600    2.049
  113.900   40.130    1.600    2.050
  113.900   40.120    1.600    2.050
  113.900   40.110    1.600    2.052
  113.900   40.100    1.600    2.053
  113.900   40.090    1.600    2.055
  113.900   40.080    1.600    2.055
  113.900   40.070    1.600    2.054
  113.900   40.060    1.600    2.050
  113.900   40.050    1.600    2.044
  113.900   40.040    1.600    2.035
  113.900   40.030    1.600    2.022
  113.900   40.020    1.600    2.005
  113.900   40.010    1.600    1.989
  113.900   40.000    1.600    1.993
  113.900   39.990    1.600    2.012
  113.900   39.980    1.600    2.015
  113.900   39.970    1.600    1.990
  113.900   39.960    1.600    1.948
  113.900   39.950    1.600    1.945
  113.900   39.940    1.600    1.967
  113.900   39.930    1.600    1.992
  113.900   39.920    1.600    2.013
  113.900   39.910    1.600    2.030
  113.900   39.900    1.600    2.042
  113.900   39.890    1.600    2.048
  113.900   39.880    1.600    2.050
  113.900   39.870    1.600    2.050
  113.920   40.200    1.600    2.049
  113.920   40.190    1.600    2.049
  113.920   40.180    1.600    2.049
  113.920   40.170    1.600    2.049
  113.920   40.160    1.600    2.049
  113.920   40.150    1.600    2.049
  113.920   40.140    1.600    2.049
  113.920   40.130    1.600    2.049
  113.920   40.120    1.600    2.049
  113.920   40.110    1.600    2.050
  113.920   40.100    1.600    2.051
  113.920   40.090    1.600    2.053
  113.920   40.080    1.600    2.055
  113.920   40.070    1.600    2.054
  113.920   40.060    1.600    2.052
  113.920   40.050    1.600    2.045
  113.920   40.040    1.600    2.034
  113.920   40.030    1.600    2.020
  113.920   40.020    1.600    2.001
  113.920   40.010    1.600    1.982
  113.920   40.000    1.600    1.978
  113.920   39.990    1.600    1.998
  113.920   39.980    1.600    2.025
  113.920   39.970    1.600    2.029
  113.920   39.960    1.600    2.006
  113.920   39.950    1.600    1.996
  113.920   39.940    1.600    2.002
  113.920   39.930    1.600    2.008
  113.920   39.920    1.600    2.020
  113.920   39.910    1.600    2.032
  113.920   39.900    1.600    2.042
  113.920   39.890    1.600    2.048
  113.920   39.880    1.600    2.050
  113.920   39.870    1.600    2.050
  113.940   40.200    1.600    2.049
  113.940   40.190    1.600    2.049
  113.940   40.180    1.600    2.049
  113.940   40.170    1.600    2.049
  113.940   40.160    1.600    2.049
  113.940   40.150    1.600    2.049
  113.940   40.140    1.600    2.049
  113.940   40.130    1.600    2.048
  113.940   40.120    1.600    2.048
  113.940   40.110    1.600    2.048
  113.940   40.100    1.600    2.049
  113.940   40.090    1.600    2.051
  113.940   40.080    1.600    2.053
  113.940   40.070    1.600    2.054
  113.940   40.060    1.600    2.052
  113.940   40.050    1.600    2.047
  113.940   40.040    1.600    2.038
  113.940   40.030    1.600    2.024
  113.940   40.020    1.600    2.009
  113.940   40.010    1.600    1.995
  113.940   40.000    1.600    1.992
  113.940   39.990    1.600    2.012
  113.940   39.980    1.600    2.047
  113.940   39.970    1.600    2.068
  113.940   39.960    1.600    2.064
  113.940   39.950    1.600    2.047
  113.940   39.940    1.600    2.035
  113.940   39.930    1.600    2.026
  113.940   39.920    1.600    2.030
  113.940   39.910    1.600    2.038
  113.940   39.900    1.600    2.044
  113.940   39.890    1.600    2.048
  113.940   39.880    1.600    2.050
  113.940   39.870    1.600    2.050
  113.960   40.200    1.600    2.049
  113.960   40.190    1.600    2.049
  113.960   40.180    1.600    2.049
  113.960   40.170    1.600    2.049
  113.960   40.160    1.600    2.049
  113.960   40.150    1.600    2.049
  113.960   40.140    1.600    2.049
  113.960   40.130    1.600    2.049
  113.960   40.120    1.600    2.048
  113.960   40.110    1.600    2.048
  113.960   40.100    1.600    2.048
  113.960   40.090    1.600    2.050
  113.960   40.080    1.600    2.052
  113.960   40.070    1.600    2.053
  113.960   40.060    1.600    2.053
  113.960   40.050    1.600    2.049
  113.960   40.040    1.600    2.042
  113.960   40.030    1.600    2.033
  113.960   40.020    1.600    2.022
  113.960   40.010    1.600    2.015
  113.960   40.000    1.600    2.017
  113.960   39.990    1.600    2.034
  113.960   39.980    1.600    2.064
  113.960   39.970    1.600    2.090
  113.960   39.960    1.600    2.094
  113.960   39.950    1.600    2.078
  113.960   39.940    1.600    2.060
  113.960   39.930    1.600    2.044
  113.960   39.920    1.600    2.041
  113.960   39.910    1.600    2.044
  113.960   39.900    1.600    2.047
  113.960   39.890    1.600    2.049
  113.960   39.880    1.600    2.050
  113.960   39.870    1.600    2.049
  113.980   40.200    1.600    2.049
  113.980   40.190    1.600    2.049
  113.980   40.180    1.600    2.049
  113.980   40.170    1.600    2.049
  113.980   40.160    1.600    2.049
  113.980   40.150    1.600    2.049
  113.980   40.140    1.600    2.049
  113.980   40.130    1.600    2.049
  113.980   40.120    1.600    2.048
  113.980   40.110    1.600    2.048
  113.980   40.100    1.600    2.048
  113.980   40.090    1.600    2.049
  113.980   40.080    1.600    2.051
  113.980   40.070    1.600    2.052
  113.980   40.060    1.600    2.053
  113.980   40.050    1.600    2.051
  113.980   40.040    1.600    2.046
  113.980   40.030    1.600    2.040
  113.980   40.020    1.600    2.035
  113.980   40.010    1.600    2.032
  113.980   40.000    1.600    2.036
  113.980   39.990    1.600    2.050
  113.980   39.980    1.600    2.072
  113.980   39.970    1.600    2.093
  113.980   39.960    1.600    2.099
  113.980   39.950    1.600    2.088
  113.980   39.940    1.600    2.070
  113.980   39.930    1.600    2.056
  113.980   39.920    1.600    2.050
  113.980   39.910    1.600    2.048
  113.980   39.900    1.600    2.049
  113.980   39.890    1.600    2.049
  113.980   39.880    1.600    2.050
  113.980   39.870    1.600    2.049
  114.000   40.200    1.600    2.049
  114.000   40.190    1.600    2.049
  114.000   40.180    1.600    2.049
  114.000   40.170    1.600    2.049
  114.000   40.160    1.600    2.049
  114.000   40.150    1.600    2.049
  114.000   40.140    1.600    2.049
  114.000   40.130    1.600    2.049
  114.000   40.120    1.600    2.049
  114.000   40.110    1.600    2.048
  114.000   40.100    1.600    2.048
  114.000   40.090    1.600    2.049
  114.000   40.080    1.600    2.050
  114.000   40.070    1.600    2.051
  114.000   40.060    1.600    2.051
  114.000   40.050    1.600    2.051
  114.000   40.040    1.600    2.049
  114.000   40.030    1.600    2.046
  114.000   40.020    1.600    2.043
  114.000   40.010    1.600    2.043
  114.000   40.000    1.600    2.046
  114.000   39.990    1.600    2.054
  114.000   39.980    1.600    2.066
  114.000   39.970    1.600    2.078
  114.000   39.960    1.600    2.082
  114.000   39.950    1.600    2.076
  114.000   39.940    1.600    2.065
  114.000   39.930    1.600    2.057
  114.000   39.920    1.600    2.052
  114.000   39.910    1.600    2.050
  114.000   39.900    1.600    2.049
  114.000   39.890    1.600    2.049
  114.000   39.880    1.600    2.049
  114.000   39.870    1.600    2.049
  114.020   40.200    1.600    2.049
  114.020   40.190    1.600    2.049
  114.020   40.180    1.600    2.049
  114.020   40.170    1.600    2.049
  114.020   40.160    1.600    2.049
  114.020   40.150    1.600    2.049
  114.020   40.140    1.600    2.049
  114.020   40.130    1.600    2.049
  114.020   40.120    1.600    2.049
  114.020   40.110    1.600    2.049
  114.020   40.100    1.600    2.049
  114.020   40.090    1.600    2.049
  114.020   40.080    1.600    2.049
  114.020   40.070    1.600    2.049
  114.020   40.060    1.600    2.049
  114.020   40.050    1.600    2.050
  114.020   40.040    1.600    2.050
  114.020   40.030    1.600    2.049
  114.020   40.020    1.600    2.049
  114.020   40.010    1.600    2.049
  114.020   40.000    1.600    2.049
  114.020   39.990    1.600    2.050
  114.020   39.980    1.600    2.051
  114.020   39.970    1.600    2.053
  114.020   39.960    1.600    2.054
  114.020   39.950    1.600    2.053
  114.020   39.940    1.600    2.051
  114.020   39.930    1.600    2.050
  114.020   39.920    1.600    2.050
  114.020   39.910    1.600    2.049
  114.020   39.900    1.600    2.049
  114.020   39.890    1.600    2.049
  114.020   39.880    1.600    2.049
  114.020   39.870    1.600    2.049
  113.500   40.200    1.700    2.110
  113.500   40.190    1.700    2.110
  113.500   40.180    1.700    2.110
  113.500   40.170    1.700    2.110
  113.500   40.160    1.700    2.110
  113.500   40.150    1.700    2.110
  113.500   40.140    1.700    2.110
  113.500   40.130    1.700    2.110
  113.500   40.120    1.700    2.110
  113.500   40.110    1.700    2.110
  113.500   40.100    1.700    2.110
  113.500   40.090    1.700    2.110
  113.500   40.080    1.700    2.110
  113.500   40.070    1.700    2.110
  113.500   40.060    1.700    2.111
  113.500   40.050    1.700    2.111
  113.500   40.040    1.700    2.111
  113.500   40.030    1.700    2.111
  113.500   40.020    1.700    2.111
  113.500   40.010    1.700    2.111
  113.500   40.000    1.700    2.111
  113.500   39.990    1.700    2.110
  113.500   39.980    1.700    2.110
  113.500   39.970    1.700    2.110
  113.500   39.960    1.700    2.110
  113.500   39.950    1.700    2.110
  113.500   39.940    1.700    2.110
  113.500   39.930    1.700    2.110
  113.500   39.920    1.700    2.110
  113.500   39.910    1.700    2.110
  113.500   39.900    1.700    2.110
  113.500   39.890    1.700    2.110
